ST Mokslo metai	ST Institucijos savivaldybės ID	ST Institucijos savivaldybė	ST Institucijos tipo ID	ST Institucijos tipas	ST Institucijos kodas	ST Institucijos pavadinimas	ST Studijų sritis	ST Mokslo sritis kodas	ST Mokslo sritis	ST Studijų pakopa ID	ST Studijų pakopa	ST Priimtųjų skaičius
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	6
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	151
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	8
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	1
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	4
2018-2019	259	Šiaulių m. sav.	3912	Universitetas	111951345	Šiaulių universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	53
2018-2019	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	192
2018-2019	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	147
2018-2019	449	Utenos r. sav.	3911	Kolegija	111965850	Utenos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	58
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111961987	"""Tarptautinė teisės ir verslo aukštoji mokykla"", UAB"	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	4
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111961987	"""Tarptautinė teisės ir verslo aukštoji mokykla"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	216
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija				11	Pirmosios pakopos studijos	9
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	43
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	19
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	191807983	Viešoji įstaiga Vilniaus verslo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	120
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111960928	Vilniaus dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	135
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija				11	Pirmosios pakopos studijos	327
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	485
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	11
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	56
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1349
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111965131	Vilniaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	171
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	108
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	158
2018-2019	461	Vilniaus m. sav.	3911	Kolegija	111967673	Vilniaus technologijų ir dizaino kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	436
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	215
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"				12	Antrosios pakopos studijos	22
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	222
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111963319	"""ISM Vadybos ir ekonomikos universitetas"", UAB"		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	5
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	43
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	5
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111968775	"""KAZIMIERO SIMONAVIČIAUS UNIVERSITETAS"", UAB"	Socialinių mokslų studijų sritis			13	Vientisosios studijos	24
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	24
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300975749	"Balstogės universiteto filialas ""Ekonomikos-informatikos fakultetas"""	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	60
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija				11	Pirmosios pakopos studijos	15
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	60
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	35
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211959040	Generolo Jono Žemaičio Lietuvos karo akademija		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	2
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Meno studijų sritis			11	Pirmosios pakopos studijos	183
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Meno studijų sritis			12	Antrosios pakopos studijos	115
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	12
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950624	Lietuvos muzikos ir teatro akademija		M000	Meno studijų sritis	14	Trečiosios pakopos studijos	6
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	20
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	36
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	534
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas				12	Antrosios pakopos studijos	14
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	761
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	31
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111951726	Mykolo Romerio universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	29
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	27
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Meno studijų sritis			11	Pirmosios pakopos studijos	74
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	49
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	12
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	27
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	300548028	"Viešoji įstaiga ""Europos Humanitarinis Universitetas"""	Socialinių mokslų studijų sritis			13	Vientisosios studijos	38
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Meno studijų sritis			11	Pirmosios pakopos studijos	285
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	12
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Meno studijų sritis			12	Antrosios pakopos studijos	108
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija	Meno studijų sritis			13	Vientisosios studijos	26
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950439	Vilniaus dailės akademija		M000	Meno studijų sritis	14	Trečiosios pakopos studijos	8
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas				11	Pirmosios pakopos studijos	51
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	265
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	257
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	838
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	9
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	32
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	194
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	508
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Meno studijų sritis			13	Vientisosios studijos	60
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas	Technologijos mokslų studijų sritis			13	Vientisosios studijos	26
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	1
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	1
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	5
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111950243	Vilniaus Gedimino technikos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	39
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	111963080	Vilniaus Šv. Juozapo kunigų seminarija	Humanitarinių mokslų studijų sritis			13	Vientisosios studijos	1
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas				11	Pirmosios pakopos studijos	239
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	409
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	631
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	811
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	1143
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	54
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas				12	Antrosios pakopos studijos	57
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	157
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	209
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	173
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	730
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	28
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	364
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			13	Vientisosios studijos	260
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		B000	Biomedicinos mokslai	14	Trečiosios pakopos studijos	40
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		P000	Fiziniai mokslai	14	Trečiosios pakopos studijos	50
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	23
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	34
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	14
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	188
2018-2019	461	Vilniaus m. sav.	3912	Universitetas	211950810	Vilniaus universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	78
2019-2020	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija				11	Pirmosios pakopos studijos	55
2019-2020	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	51
2019-2020	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	18
2019-2020	2	Alytaus m. sav.	3911	Kolegija	111965327	Alytaus kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	23
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija				11	Pirmosios pakopos studijos	114
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	530
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	21
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	64
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Meno studijų sritis			11	Pirmosios pakopos studijos	76
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	692
2019-2020	43	Kauno m. sav.	3911	Kolegija	111965284	Kauno kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	261
2019-2020	43	Kauno m. sav.	3911	Kolegija	111967869	Kauno technikos kolegija	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	379
2019-2020	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija				11	Pirmosios pakopos studijos	15
2019-2020	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	56
2019-2020	43	Kauno m. sav.	3911	Kolegija	302485644	Šv. Ignaco Lojolos kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	35
2019-2020	43	Kauno m. sav.	3911	Kolegija	193038291	Viešoji įstaiga Kolpingo kolegija	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	97
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas				11	Pirmosios pakopos studijos	81
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	476
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	41
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	18
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	152
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	676
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	11
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	77
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	19
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	15
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	299
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	530
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Meno studijų sritis			13	Vientisosios studijos	15
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		N000	Gamtos mokslai	14	Trečiosios pakopos studijos	8
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	2
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	11
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	49
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950581	Kauno technologijos universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	46
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas				11	Pirmosios pakopos studijos	59
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	150
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	23
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas				12	Antrosios pakopos studijos	8
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	103
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	72
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		N000	Gamtos mokslai	14	Trečiosios pakopos studijos	9
2019-2020	43	Kauno m. sav.	3912	Universitetas	111951530	Lietuvos sporto universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	4
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	338
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	42
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	270
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	4
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	11
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			13	Vientisosios studijos	783
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		N000	Gamtos mokslai	14	Trečiosios pakopos studijos	8
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		M000	Medicinos ir sveikatos mokslai	14	Trečiosios pakopos studijos	37
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	9
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas				21	Profesinės studijos (rezidentūros)	7
2019-2020	43	Kauno m. sav.	3912	Universitetas	302536989	Lietuvos sveikatos mokslų universitetas	Biomedicinos mokslų studijų sritis			21	Profesinės studijos (rezidentūros)	273
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas				11	Pirmosios pakopos studijos	97
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			11	Pirmosios pakopos studijos	113
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			11	Pirmosios pakopos studijos	75
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			11	Pirmosios pakopos studijos	267
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			11	Pirmosios pakopos studijos	84
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			11	Pirmosios pakopos studijos	544
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Technologijos mokslų studijų sritis			11	Pirmosios pakopos studijos	88
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas				12	Antrosios pakopos studijos	59
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Biomedicinos mokslų studijų sritis			12	Antrosios pakopos studijos	128
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Fizinių mokslų studijų sritis			12	Antrosios pakopos studijos	36
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Humanitarinių mokslų studijų sritis			12	Antrosios pakopos studijos	98
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Meno studijų sritis			12	Antrosios pakopos studijos	47
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			12	Antrosios pakopos studijos	523
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Technologijos mokslų studijų sritis			12	Antrosios pakopos studijos	123
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			13	Vientisosios studijos	56
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		N000	Gamtos mokslai	14	Trečiosios pakopos studijos	9
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		H000	Humanitariniai mokslai	14	Trečiosios pakopos studijos	9
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		S000	Socialiniai mokslai	14	Trečiosios pakopos studijos	24
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		T000	Technologijos mokslai	14	Trečiosios pakopos studijos	6
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas		A000	Žemės ūkio mokslai	14	Trečiosios pakopos studijos	4
2019-2020	43	Kauno m. sav.	3912	Universitetas	111950396	Vytauto Didžiojo universitetas	Socialinių mokslų studijų sritis			22	Profesinės studijos (pedagogikos)	119
